商品コード,SKUコード,商品名,契約区分,規格１名,荷主コード,荷主名,産地コード,産地名,単位,在庫数,発注先企業コード,発注先部署コード,発注先部署名,発注先担当者コード,発注先担当者名,ＪＡＮコード,納品予定日_開始,納品予定日_終了,入荷日,ロット番号,ロット行,ロット枝,倉庫コード,特記事項,配送締切時間,配送日数,商談有無,値引有無
301003729,301003729,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ4L(14-15肩/5㎏)5kg,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501010175,501010175,ｶﾗｽｶﾞﾚｲ縁側4cmUP 1kg,2,10,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501011434,501011434,生ｽﾞﾜｲｶﾞﾆ5L(7肩/3kg)3kg,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501012260,501012260,赤貝開き8g×20枚,2,40,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505010956,505010956,あじ干物3枚(約50g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083416,505083416,真ほっけ一汐干し4枚(約400g),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
301000985,301000985,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ姿3尾/2.2kg,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301003080,301003080,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2本爪ﾎﾟｰｼｮﾝ41-50個/kg 1kg,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303050713,303050713,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ3L(7-8肩/2kg)2kg化粧箱,2,4,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501010133,501010133,あじﾀﾀｷG(6mmｽﾗｲｽ)250g,2,10×4,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501012576,501012576,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ40本/1㎏生食可,2,2×8,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501015940,501015940,生ﾀﾗﾊﾞｶﾞﾆｼｭﾘﾝｸﾊﾟｯｸ5L(NET800g/肩),2,4×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4562114302174,,,,,,,,,,,0,0
501016106,501016106,さんまの一夜干し2枚(約70g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501016678,501016678,生ﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ800g化粧箱,2,8,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505083927,505083927,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｼｮﾝ800g,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4562114303171,,,,,,,,,,,0,0
303051038,303051038,生ﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ1.5kg化粧箱,2,3,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4562114301474,,,,,,,,,,,0,0
501010885,501010885,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ300gﾊﾞﾙﾀﾞｲ種,2,16×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4562114303188,,,,,,,,,,,0,0
501011530,501011530,むきえび大150g,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501013793,501013793,ﾎﾞｲﾙﾄｹﾞｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ800g,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4562114306011,,,,,,,,,,,0,0
501016545,501016545,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ1kg化粧箱,2,8,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505022627,505022627,ﾔﾘｲｶｽﾗｲｽ8g×20枚,2,50,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505080288,505080288,ﾑｷﾀｺ2㎏,2,5,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505080438,505080438,ﾎﾞｲﾙﾀﾗﾊﾞ棒肉10本/約400g,2,16,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505082933,505082933,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｼｮﾝ450gﾊﾞﾙﾀﾞｲ種,2,12×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4562114303287,,,,,,,,,,,0,0
301004442,301004442,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ51-60本/1kg,2,12,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501010686,501010686,ﾎﾞｲﾙﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ500g,2,8×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4562114301030,,,,,,,,,,,0,0
505076396,505076396,炙りたこﾌﾞﾂ切500g,2,20,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083160,505083160,真ﾀﾞｺｽﾗｲｽ9g×10枚,2,40×2,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505084746,505084746,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ25本/500g生食可,2,12,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301000467,301000467,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆL(200ｰ250g/肩)5kg,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301000724,301000724,生ｽﾞﾜｲｶﾞﾆ2L(250-300g/肩)5kg,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301002330,301002330,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪切目入り26-30個/kg 1kg,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301002512,301002512,ﾎﾞｲﾙﾄｹﾞｽﾞﾜｲｶﾞﾆ爪5L(16-20個/kg)800gF,2,6×2,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301002682,301002682,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪切目入り21-25個/kg 1kg三崎用,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301800707,21080511110101,ﾏﾀﾞﾗﾌｨｰﾚ3kg,1,1,140370,ﾏﾙｶﾂ福島商店,00001,北海道,1,6.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/10 0:00:00,2108051111,01,01,991010,,,,0,0
501011054,501011054,縞ほっけの昆布白醤油干し3枚(約100g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501013934,501013934,ﾏｸﾞﾛﾀﾀｷ70g×4袋,2,20,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505026846,505026846,縞ほっけの干物2枚(約100g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505079846,505079846,ｳﾆ100g(短期凍結),2,50,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505082034,505082034,養殖ｽﾁｰﾑｶｷむき身500g,2,2×4,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083375,505083375,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ1㎏化粧箱(窓空き)ﾊﾞﾙﾀﾞｲ種,2,8,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301000268,301000268,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆL(200ｰ250g/肩)5kg,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301000456,301000456,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2L(250-300g/肩)5kg,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301441153,21080604410101,ﾌﾞﾘ2入/7-9kg,1,不定貫 2入,121129,昌和水産 本社,00040,福岡県,4,182.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/07 0:00:00,2108060441,01,01,991010,巻網物8/9㎏,,,0,0
303053676,303053676,生ｽﾞﾜｲｶﾞﾆ3L(300-350g/肩)5kgﾊﾞﾙﾀﾞｲ種,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501011152,501011152,ﾎﾞｲﾙﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ800g化粧箱JB,2,8,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501014592,501014592,生ﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ2kg化粧箱,2,3,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505079575,505079575,いか切身160g,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083558,505083558,生ﾀﾗﾊﾞｶﾞﾆ5L(2肩2-3本/3㎏)3㎏,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4562114302150,,,,,,,,,,,0,0
701000246,701000246,生ｽﾞﾜｲｶﾞﾆ3L(300-350g/肩)5㎏,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301004331,301004331,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ51-60本/1kg,2,12,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501011370,501011370,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ450g,2,8×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4571351053862,,,,,,,,,,,0,0
501011906,501011906,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ400gﾊﾞﾙﾀﾞｲ種,2,12×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4978210102707,,,,,,,,,,,0,0
501013185,501013185,ﾎﾞｲﾙﾄｹﾞｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ400g,2,12×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4562114306035,,,,,,,,,,,0,0
501013518,501013518,蒸紅ｽﾞﾜｲｶﾞﾆ落とし身1kg,2,12,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505058118,505058118,ﾏﾀﾞﾗ切身30-40g 5kg,2,2,,,,,2,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505082463,505082463,金目鯛昆布白醤油干し3枚(約120g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083992,505083992,生ｽﾞﾜｲｶﾞﾆ上削ぎ1㎏化粧箱,2,6,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301000773,301000773,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2L(250ｰ300g/肩)5kg,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301000811,301000811,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆｼｭﾘﾝｸﾊﾟｯｸ2L(14-16肩/4kg)4kg,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301001957,301001957,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪切目入り21-25個/kg 1kg,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301650085,21080700090101,養殖ﾋﾗﾒ1尾約0.8kg,1,不定貫,123005,瀬戸活魚ｾﾝﾀｰ,00044,大分県,4,40.00,01,110115,鮮魚  養魚,89194,武政  佑一朗,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/07 0:00:00,2108070009,01,01,991010,,,,0,0
501012545,501012545,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ20本/500g生食可,2,2×8,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505084120,505084120,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ20本/500g生食可,2,12,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301000864,301000864,切ﾜﾀﾘｶﾞﾆ(ﾀｲﾜﾝｶﾞｻﾞﾐ)M(21-25肩/kg)1kg,2,12,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301001342,301001342,ﾎﾞｲﾙﾄｹﾞｽﾞﾜｲｶﾞﾆH 5kg,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301002622,301002622,ﾎﾞｲﾙﾄｹﾞｽﾞﾜｲｶﾞﾆ爪3L(26-30個/kg)1kg,2,6×2,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501015889,501015889,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ400g,2,12×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4978210102707,,,,,,,,,,,0,0
505079811,505079811,むきえび60g,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505084688,505084688,甘塩ﾄﾗｳﾄｻｰﾓﾝ4切(約80g/切),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
301000765,301000765,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2本爪ﾎﾟｰｼｮﾝ41-50個/kg 1kg,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301001710,301001710,生ｽﾞﾜｲｶﾞﾆ2L(250-300g/肩)5kg,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301001937,301001937,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2L(250-300g/肩)5kg,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301003865,301003865,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2L(250-300g/肩)5kg,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303053305,303053305,ﾜﾀﾘｶﾞﾆ(ｶﾞｻﾞﾐ)ｵｽ14-16尾/4kg,2,3,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501010289,501010289,赤魚の干物2枚(約140g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501010813,501010813,ﾎﾞｲﾙﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ350g,2,12×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4978210101168,,,,,,,,,,,0,0
501011155,501011155,ﾎﾞｲﾙ南ﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ350g,2,12×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4562114307018,,,,,,,,,,,0,0
505072326,505072326,あじのゆず醤油干し4枚(約110g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505080788,505080788,ﾎﾞｲﾙ紅ｽﾞﾜｲｶﾞﾆ爪ﾎﾟｰｼｮﾝ300g,2,12×3,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4909661004746,,,,,,,,,,,0,0
505083775,505083775,生ｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ550gﾊﾞﾙﾀﾞｲ種,2,8×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4548176223411,,,,,,,,,,,0,0
505083928,505083928,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ800g化粧箱ﾊﾞﾙﾀﾞｲ種,2,8,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
Next00006,Next00006,秋鮭白子,2,不定貫,,,,,4,0.00,02,920000,-,N0001,ネクスト担当1,,,,,,,,,,,,0,0
301002802,301002802,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪切目入り21-25個/kg 1kg,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301004591,301004591,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪切目入り26-30個/kg 1kg,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303047336,303047336,ﾜﾀﾘｶﾞﾆ(ﾀｲﾜﾝｶﾞｻﾞﾐ)ﾒｽ150-200g/尾 3kg,2,4,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
